"","major_pitches","major_durations"
"3987","D4",0.25
"3988","F#4",0.25
"3989","F#4",0.25
"3990","A4",0.25
"3991","A4",0.25
"3992","C5",0.25
"3993","C5",0.25
"3994","E5",0.25
"3995","E5",0.25
"3996","D5",0.25
"3997","D5",0.25
"3998","C#5",0.25
"3999","D5",1
"4000","F5",0.25
"4001","E5",0.25
"4002","D5",0.25
"4003","C5",0.25
"4004","B4",0.25
"4005","A4",0.5
"4006","E5",0.25
"4007","D5",0.25
"4008","C5",0.25
"4009","B4",0.25
"4010","A4",0.25
"4011","G4",0.5
"4012","F#4",0.75
"4013","E4",0.25
"4014","E4",0.25
"4015","A4",0.25
"4016","G4",0.25
"4017","F#4",0.25
"4018","G4",1
"4019","D5",1.5
"4020","E5",0.25
"4021","F#5",0.25
"4022","G5",1.5
"4023","D5",0.5
"4024","D5",0.5
"4025","E5",0
"4026","D5",0.25
"4027","C5",0.25
"4028","B4",0.5
"4029","C5",0.5
"4030","D5",0.5
"4031","E5",0.5
"4032","D5",1
"4033","G5",0.5
"4034","F#5",0.25
"4035","E5",0.25
"4036","D5",0.5
"4037","C5",0.5
"4038","B4",0.5
"4039","E5",0.5
"4040","D5",1
"4041","F5",0.25
"4042","E5",0.25
"4043","D5",0.25
"4044","C5",0.25
"4045","B4",0.25
"4046","A4",0.5
"4047","E5",0.25
"4048","D5",0.25
"4049","C5",0.25
"4050","B4",0.25
"4051","A4",0.25
"4052","G4",0.5
"4053","F#4",0.75
"4054","E4",0.25
"4055","E4",0.25
"4056","A4",0.25
"4057","G4",0.25
"4058","F#4",0.25
"4059","G4",2
"4060","D4",0.5
"4061","B4",1
"4062","C5",1
"4063","D5",0.25
"4064","E5",0.25
"4065","D5",0.25
"4066","C5",0.25
"4067","B4",1
"4068","C5",0.5
"4069","A4",1
"4070","A4",0.5
"4071","D5",0.5
"4072","C#5",0
"4073","D5",0.75
"4074","C5",0.25
"4075","B4",0.5
"4076","B4",0.5
"4077","C5",0.5
"4078","C5",0.5
"4079","D5",0.25
"4080","E5",0.25
"4081","D5",0.25
"4082","C5",0.25
"4083","B4",1
"4084","C5",0.5
"4085","A4",1
"4086","A4",0.5
"4087","G4",2
"4088","B4",0.75
"4089","C5",0.25
"4090","D5",0.25
"4091","E5",0.25
"4092","D5",0.25
"4093","C#5",0.25
"4094","D5",0.25
"4095","E5",0.25
"4096","D5",0.25
"4097","C#5",0.25
"4098","D5",0.5
"4099","B4",0.5
"4100","C5",0.5
"4101","A4",1
"4102","A4",0.5
"4103","D5",0.5
"4104","D5",0.75
"4105","C5",0.25
"4106","B4",0.75
"4107","C5",0.25
"4108","D5",0.25
"4109","E5",0.25
"4110","D5",0.25
"4111","C#5",0.25
"4112","D5",0.25
"4113","E5",0.25
"4114","D5",0.25
"4115","C#5",0.25
"4116","D5",0.5
"4117","B4",0.5
"4118","C5",0.5
"4119","A4",1
"4120","A4",0.5
"4121","G4",1
"4122","G4",1
"4123","B4",1.5
"4124","G4",0.5
"4125","B4",1.5
"4126","G4",0.5
"4127","B4",0.75
"4128","G4",0.25
"4129","B4",0.75
"4130","G4",0.25
"4131","B4",0.75
"4132","G4",0.25
"4133","B4",0.75
"4134","G4",0.25
"4135","D5",0.25
"4136","C5",0.25
"4137","B4",0.25
"4138","A4",0.25
"4139","B4",0.5
"4140","G4",0.5
"4141","D5",0.25
"4142","C5",0.25
"4143","B4",0.25
"4144","A4",0.25
"4145","B4",0.5
"4146","G4",0.5
"4147","D5",0.25
"4148","C5",0.25
"4149","B4",0.25
"4150","A4",0.25
"4151","B4",0.25
"4152","C5",0.25
"4153","D5",0.25
"4154","E5",0.25
"4155","D5",0.25
"4156","C5",0.25
"4157","B4",0.25
"4158","A4",0.25
"4159","B4",0.5
"4160","G4",0.5
"4161","D4",0.75
"4162","G4",0.25
"4163","B4",0.5
"4164","D5",0.5
"4165","D5",0
"4166","C5",0.5
"4167","B4",0.5
"4168","A4",0.5
"4169","B4",0.5
"4170","D4",0.75
"4171","G4",0.25
"4172","B4",0.5
"4173","D5",0.5
"4174","C5",0.5
"4175","A4",0.5
"4176","G4",1
"4177","D5",0
"4178","E5",0
"4179","F#5",0
"4180","G5",0.25
"4181","D5",0.25
"4182","B4",0.25
"4183","D5",0.25
"4184","C5",0.25
"4185","E5",0.25
"4186","D5",0.25
"4187","C5",0.25
"4188","B4",0.25
"4189","G4",0.25
"4190","B4",0.25
"4191","G4",0.25
"4192","C5",0.25
"4193","E5",0.25
"4194","D5",0.25
"4195","C5",0.25
"4196","B4",0.25
"4197","G4",0.25
"4198","B4",0.25
"4199","G4",0.25
"4200","C5",0.25
"4201","G4",0.25
"4202","C5",0.25
"4203","G4",0.25
"4204","B4",0.25
"4205","G4",0.25
"4206","B4",0.25
"4207","G4",0.25
"4208","A4",0.5
"4209","D5",0.167
"4210","E5",0.167
"4211","F#5",0.167
"4212","G5",0.25
"4213","D5",0.25
"4214","B4",0.25
"4215","D5",0.25
"4216","C5",0.25
"4217","E5",0.25
"4218","D5",0.25
"4219","C5",0.25
"4220","B4",0.25
"4221","G4",0.25
"4222","B4",0.25
"4223","G4",0.25
"4224","C5",0.25
"4225","E5",0.25
"4226","D5",0.25
"4227","C5",0.25
"4228","D5",0.25
"4229","E5",0.25
"4230","F#5",0.25
"4231","G5",0.25
"4232","A5",0.25
"4233","F#5",0.25
"4234","D5",0.25
"4235","F#5",0.25
"4236","G5",0.5
"4237","B5",0.5
"4238","G5",0.5
"4239","A5",0.25
"4240","F#5",0.25
"4241","D5",0.25
"4242","F#5",0.25
"4243","A5",0.25
"4244","C6",0.25
"4245","B5",0.25
"4246","A5",0.25
"4247","B5",0.25
"4248","G5",0.25
"4249","D5",0.25
"4250","G5",0.25
"4251","B5",0.25
"4252","C6",0.25
"4253","B5",0.25
"4254","A5",0.25
"4255","F#5",0.25
"4256","D5",0.25
"4257","F#5",0.25
"4258","A5",0.25
"4259","C6",0.25
"4260","B5",0.25
"4261","A5",0.25
"4262","A5",0.25
"4263","F#5",0.25
"4264","G5",0.25
"4265","E5",0.25
"4266","D5",1
"4267","E5",0.25
"4268","C5",0.25
"4269","G4",0.25
"4270","C5",0.25
"4271","E5",0.25
"4272","G5",0.25
"4273","F#5",0.25
"4274","E5",0.25
"4275","D5",0.25
"4276","B4",0.25
"4277","G4",0.25
"4278","B4",0.25
"4279","D5",0.25
"4280","G5",0.25
"4281","F#5",0.25
"4282","E5",0.25
"4283","D5",0.25
"4284","G5",0.25
"4285","F#5",0.25
"4286","E5",0.25
"4287","D5",0.25
"4288","C5",0.25
"4289","B4",0.25
"4290","A4",0.25
"4291","G4",0.5
"4292","B4",0.5
"4293","G4",0.5
"4294","A4",1
"4295","D5",0.5
"4296","G5",0.25
"4297","D5",0.25
"4298","B4",0.25
"4299","D5",0.25
"4300","A4",0.25
"4301","C5",0.25
"4302","B4",0.25
"4303","D5",0.25
"4304","G5",0.25
"4305","D5",0.25
"4306","B4",0.25
"4307","D5",0.25
"4308","A4",0.25
"4309","C5",0.25
"4310","B4",0.25
"4311","D5",0.25
"4312","G5",0.25
"4313","F#5",0.25
"4314","E5",0.5
"4315","A5",0.25
"4316","G5",0.25
"4317","F#5",0.25
"4318","D5",0.25
"4319","E5",0.25
"4320","F#5",0.25
"4321","A5",0.5
"4322","G5",0.5
"4323","F#5",0.25
"4324","D5",0.25
"4325","E5",0.25
"4326","F#5",0.25
"4327","G5",0.75
"4328","B4",0.25
"4329","E5",0.25
"4330","D5",0.25
"4331","C#5",0.25
"4332","D5",0.25
"4333","G5",0.25
"4334","D5",0.25
"4335","B4",0.25
"4336","D5",0.25
"4337","C5",0.25
"4338","A4",0.25
"4339","G4",0.5
"4340","B4",0.5
"4341","B4",0
"4342","A4",0.25
"4343","G#4",0.25
"4344","A4",0.25
"4345","B4",0.25
"4346","C5",0.25
"4347","B4",0.25
"4348","C5",0.25
"4349","D5",0.25
"4350","F#5",0.25
"4351","E5",0.25
"4352","C5",0.25
"4353","A4",0.25
"4354","E5",0.25
"4355","D5",0.25
"4356","B4",0.25
"4357","G4",0.25
"4358","C#5",0.25
"4359","D5",0.25
"4360","G5",0.25
"4361","D5",0.25
"4362","B4",0.25
"4363","D5",0.25
"4364","C5",0.25
"4365","B4",0.25
"4366","G4",0.5
"4367","B4",0.5
"4368","A4",0.25
"4369","G#4",0.25
"4370","A4",0.25
"4371","B4",0.25
"4372","C5",0.25
"4373","B4",0.25
"4374","C5",0.25
"4375","D5",0.25
"4376","F#5",0.25
"4377","E5",0.25
"4378","C5",0.25
"4379","A4",0.25
"4380","G4",0.5
"4381","F#5",0.25
"4382","E5",0.25
"4383","C5",0.25
"4384","A4",0.25
"4385","G4",0.5
"4386","F#4",0.25
"4387","A4",0.25
"4388","D4",0.25
"4389","F#4",0.25
"4390","A4",0.25
"4391","B4",0.25
"4392","C5",0.25
"4393","A4",0.25
"4394","G4",0.25
"4395","A4",0.25
"4396","B4",0.25
"4397","C5",0.25
"4398","D5",0.25
"4399","E5",0.25
"4400","F#5",0.25
"4401","G5",0.25
"4402","A#5",0.25
"4403","B5",0.25
"4404","F#5",0.25
"4405","G5",0.25
"4406","D#5",0.25
"4407","E5",0.25
"4408","A4",0.25
"4409","C5",0.25
"4410","F#5",0.25
"4411","E5",0.25
"4412","C5",0.25
"4413","A4",0.25
"4414","F#5",0.25
"4415","D5",0.25
"4416","B4",0.25
"4417","G4",0.25
"4418","F#4",0.25
"4419","A4",0.25
"4420","D4",0.25
"4421","F#4",0.25
"4422","A4",0.25
"4423","B4",0.25
"4424","C5",0.25
"4425","A4",0.25
"4426","G4",0.25
"4427","A4",0.25
"4428","B4",0.25
"4429","C5",0.25
"4430","D5",0.25
"4431","E5",0.25
"4432","F#5",0.25
"4433","G5",0.25
"4434","A#5",0.25
"4435","B5",0.25
"4436","F#5",0.25
"4437","G5",0.25
"4438","D#5",0.25
"4439","E5",0.25
"4440","A4",0.25
"4441","C5",0.25
"4442","F#5",0.25
"4443","E5",0.25
"4444","C5",0.25
"4445","A4",0.25
"4446","G4",1
"4447","D5",1
"4448","C#5",0
"4449","D5",0.5
"4450","C#5",0
"4451","D5",0.5
"4452","C#5",0
"4453","D5",0.5
"4454","C#5",0
"4455","D5",0.5
"4456","B4",0.5
"4457","A4",0.25
"4458","G4",0.25
"4459","F#4",0.25
"4460","G4",0.25
"4461","A4",0.25
"4462","B4",0.25
"4463","C5",0.25
"4464","D5",0.25
"4465","E5",0.25
"4466","F#5",0.25
"4467","G5",0.25
"4468","F#5",0.25
"4469","G5",0.25
"4470","E5",0.25
"4471","D5",0.5
"4472","C5",0.5
"4473","D5",1
"4474","C#5",0
"4475","D5",0.5
"4476","C#5",0
"4477","D5",0.5
"4478","C#5",0
"4479","D5",0.5
"4480","C#5",0
"4481","D5",0.5
"4482","B4",0.5
"4483","A4",0.25
"4484","G4",0.25
"4485","F#4",0.25
"4486","G4",0.25
"4487","A4",0.25
"4488","B4",0.25
"4489","C5",0.25
"4490","A4",0.25
"4491","F#4",0.25
"4492","A4",0.25
"4493","G4",0.5
"4494","B4",0.5
"4495","G4",0.5
"4496","A5",0
"4497","G5",0.25
"4498","F#5",0.25
"4499","E5",0.5
"4500","F#5",0
"4501","E5",0.25
"4502","D5",0.25
"4503","C5",0.5
"4504","B4",0.25
"4505","D5",0.25
"4506","G4",1
"4507","B4",0.5
"4508","A4",0.25
"4509","C5",0.25
"4510","A4",1
"4511","A4",0.5
"4512","G4",0.25
"4513","A4",0.25
"4514","B4",0.25
"4515","C5",0.25
"4516","D5",0.25
"4517","E5",0.25
"4518","F#5",0.25
"4519","G5",0.25
"4520","A5",0
"4521","G5",0.25
"4522","F#5",0.25
"4523","E5",0.5
"4524","E5",0.25
"4525","D5",0.25
"4526","C5",0.5
"4527","B4",0.25
"4528","C5",0.25
"4529","D5",1
"4530","G5",0.5
"4531","G5",0.25
"4532","F#5",0.25
"4533","A5",0.25
"4534","G5",0.25
"4535","E5",0.25
"4536","B4",0.25
"4537","C5",0.25
"4538","A4",0.25
"4539","G4",0.5
"4540","G5",0.5
"4541","G4",0.5
"4542","D4",0.5
"4543","G4",1.5
"4544","D4",0.5
"4545","G4",1.5
"4546","D4",0.5
"4547","G4",0.5
"4548","D4",0.5
"4549","G4",0.5
"4550","D4",0.5
"4551","G4",0.5
"4552","D4",0.5
"4553","G4",0.5
"4554","D4",0.5
"4555","E4",0.75
"4556","D4",0.25
"4557","E4",0.25
"4558","D4",0.25
"4559","E4",0.25
"4560","F#4",0.25
"4561","G4",0.5
"4562","G4",0.25
"4563","F#4",0.25
"4564","G4",0.25
"4565","A4",0.25
"4566","B4",0.25
"4567","G4",0.25
"4568","E4",0.75
"4569","D4",0.25
"4570","E4",0.25
"4571","D4",0.25
"4572","E4",0.25
"4573","F#4",0.25
"4574","G4",0.5
"4575","G4",0.25
"4576","F#4",0.25
"4577","G4",0.5
"4578","D4",0.5
"4579","A4",0.25
"4580","B4",0.25
"4581","C5",0.25
"4582","D5",0.25
"4583","B4",1
"4584","B4",0.25
"4585","A4",0.25
"4586","A4",0.25
"4587","G4",0.25
"4588","B4",1
"4589","A4",0.25
"4590","B4",0.25
"4591","C5",0.25
"4592","D5",0.25
"4593","B4",1
"4594","B4",0.25
"4595","A4",0.25
"4596","A4",0.25
"4597","G4",0.25
"4598","G4",0.5
"4599","D4",0.5
"4600","F5",0.25
"4601","E5",0.25
"4602","D5",0.25
"4603","C5",0.25
"4604","B4",1
"4605","B4",0.25
"4606","A4",0.25
"4607","A4",0.25
"4608","G4",0.25
"4609","B4",1
"4610","F5",0.25
"4611","E5",0.25
"4612","D5",0.25
"4613","C5",0.25
"4614","B4",1
"4615","B4",0.25
"4616","A4",0.25
"4617","A4",0.25
"4618","G4",0.25
"4619","G4",0.5
"4620","D4",0.5
"4621","D4",0.25
"4622","G4",0.25
"4623","B4",0.5
"4624","D4",0.25
"4625","G4",0.25
"4626","B4",0.5
"4627","D4",0.25
"4628","G4",0.25
"4629","B4",0.5
"4630","B4",0.25
"4631","A4",0.25
"4632","A4",0.25
"4633","G4",0.25
"4634","D4",0.25
"4635","G4",0.25
"4636","B4",0.5
"4637","D4",0.25
"4638","G4",0.25
"4639","B4",0.5
"4640","B4",0.25
"4641","A4",0.25
"4642","A4",0.25
"4643","G4",0.25
"4644","D5",1
"4645","D4",0.25
"4646","G4",0.25
"4647","B4",0.5
"4648","D4",0.25
"4649","G4",0.25
"4650","B4",0.5
"4651","D4",0.25
"4652","G4",0.25
"4653","B4",0.5
"4654","B4",0.25
"4655","A4",0.25
"4656","A4",0.25
"4657","G4",0.25
"4658","D4",0.25
"4659","G4",0.25
"4660","B4",0.5
"4661","D4",0.25
"4662","G4",0.25
"4663","B4",0.5
"4664","B4",0.25
"4665","A4",0.25
"4666","A4",0.25
"4667","G4",0.25
"4668","G4",1
"4669","B4",1
"4670","B4",1
"4671","B4",1
"4672","B4",1
"4673","A4",1
"4674","G4",1
"4675","C5",3
"4676","C5",3
"4677","D5",1
"4678","B4",1
"4679","A4",1
"4680","G4",1
"4681","A4",1
"4682","G4",0.5
"4683","A4",0.5
"4684","B4",3
"4685","G4",3
"4686","B4",1
"4687","B4",1
"4688","B4",1
"4689","B4",1
"4690","A4",1
"4691","G4",1
"4692","C5",3
"4693","C5",3
"4694","D5",1
"4695","G4",1
"4696","B4",0.5
"4697","A4",0.5
"4698","C5",1
"4699","B4",1
"4700","A4",0.5
"4701","D5",0.5
"4702","G4",1.5
"4703","D4",0.5
"4704","B3",0.5
"4705","D4",0.5
"4706","G4",3
"4707","D4",1
"4708","G4",0.5
"4709","A4",0.5
"4710","B4",0.5
"4711","D5",0
"4712","C5",0.5
"4713","B4",0.5
"4714","A4",0.5
"4715","G4",2
"4716","A4",0.5
"4717","G4",0.5
"4718","C#5",0
"4719","D5",1
"4720","C#5",0
"4721","D5",1
"4722","C5",0.333
"4723","B4",0.333
"4724","A4",0.333
"4725","B4",2
"4726","A4",0.5
"4727","G4",0.5
"4728","G4",0.5
"4729","A4",0.5
"4730","B4",0.5
"4731","D5",0
"4732","C5",0.5
"4733","B4",0.5
"4734","A4",0.5
"4735","B4",2
"4736","A4",0.5
"4737","G4",0.5
"4738","A4",1
"4739","A4",1
"4740","G4",0.25
"4741","F#4",0.25
"4742","E4",0.25
"4743","F#4",0.25
"4744","G4",3
"4745","G4",2
"4746","G5",0.5
"4747","F#5",0.5
"4748","G5",0.5
"4749","F#5",0.5
"4750","G5",0.333
"4751","F#5",0.333
"4752","E5",0.333
"4753","D5",2
"4754","B4",1
"4755","D5",0
"4756","C5",0.5
"4757","A4",0.5
"4758","D5",0.5
"4759","C5",0.5
"4760","B4",0.5
"4761","A4",0.5
"4762","B4",2
"4763","G4",1
"4764","G5",0.5
"4765","F#5",0.5
"4766","G5",0.5
"4767","F#5",0.5
"4768","G5",0.333
"4769","F#5",0.333
"4770","E5",0.333
"4771","D5",2
"4772","B4",1
"4773","C5",0.5
"4774","A4",0.5
"4775","D5",0.5
"4776","C5",0.5
"4777","B4",0.5
"4778","A4",0.5
"4779","G4",3
