composer,intervallic_entropy,melodic_entropy, average_nPVI, meter,date,rhythm_entropy
Boïeldieu,2.8046,2.67937,37.9167,6/8 ,1800,0.986427
Boïeldieu,2.50236,2.50644,11.4286,4/4 ,1800,0.918296
Boïeldieu,2.70294,2.48752,28.1481,4/4 ,1800,1.32353
Bach,2.1397,2.84403,18.8235,2/2 ,1735,1.41527
Boïeldieu,3.03566,2.70912,68.1036,2/2 ,1825,2.53187
Boïeldieu,2.55351,2.18872,21.0542,4/4 ,1825,0.881291
Boïeldieu,2.63283,2.78767,16.6667,4/4 ,1825,0.258019
Borodin,2.48745,2.49628,41.1204,2/4 ,1880,1.72297
Borodin,2.10132,2.23662,70.0457,2/4 ,1880,2.234
Borodin,2.4864,2.88731,40.1786,4/4 ,1869,1.32595
Borodin,2.33099,2.97775,20,4/4 ,1869,0.69129
Borodin,2.50967,2.97076,37.2024,3/4 ,1869,1.15855
Borodin,2.40667,1.87025,34.4444,3/4 ,1869,0.918296
Borodin,2.64652,2.82429,26.6667,6/8 ,1869,0.513185
Bach,3.00869,2.8037,17.7778,2/2 ,1735,0.811278
Borodin,2.27187,2.0814,50,2/4 ,1874,0.918296
Borodin,2.42113,2.68548,14.2857,2/4 ,1874,0.56651
Borodin,3.21925,3.08925,44.9275,2/4 ,1874,1.39654
Borodin,2.72783,3.06921,29.2208,3/4 ,1874,1.63355
Borodin,2.52973,2.95894,8.69565,3/4 ,1874,0.242292
Borodin,2.46337,2.66013,11.9048,3/4 ,1874,0.391244
Borodin,2.62777,2.76305,20,3/8 ,1874,0
Borodin,2.78086,2.54453,23.0769,2/4 ,1874,1.29169
Borodin,2.99112,2.63717,25.3968,3/4 ,1874,0
Borodin,2.94639,2.57019,40,3/4 ,1874,0.834347
Bach,3.08828,3.31905,30,4/4 ,,1.37796
Borodin,2.84411,2.75155,16.4907,2/2 ,1881,1.31904
Borodin,2.20044,2.90078,58.3074,2/2 ,1881,2.01528
Borodin,2.46924,2.66013,72.5661,2/2 ,1881,2.04584
Borodin,2.62505,2.7313,0,3/4 ,1881,0
Borodin,2.44192,2.60985,49.0909,3/4 ,1881,1.78416
Borodin,2.78509,3.00597,56.2298,3/4 ,1881,2.38917
Borodin,2.25375,3.25435,32.021,3/4 ,1881,1.95282
Borodin,2.7037,2.88418,0,2/4 ,1881,0
Borodin,2.40229,2.88229,0,2/4 ,1881,0
Borodin,2.52535,2.96558,52.0147,3/4 ,1862,1.26381
Bach,2.94915,3.00972,53.1117,2/2 ,1774,2.2725
Bach,2.53485,2.13485,14.4928,3/8 ,,0.954434
Borodin,2.09384,2.35648,24.127,3/4 ,1862,0.840491
Borodin,2.16564,2.89618,0,3/8 ,1862,0
Borodin,2.6885,2.88875,50.4762,3/8 ,1862,0.574828
Borodin,2.43537,2.20899,7.84314,3/4 4/4 3/4 ,1862,0.503258
Borodin,2.66571,2.4112,54.7778,3/4 ,1862,1.43963
Borodin,2.46235,2.72472,31.7037,3/4 ,1862,1.77798
Borodin,2.80048,2.8314,54.7368,2/2 ,1862,1.68582
Borodin,2.22665,2.61598,0,2/2 ,1862,0
Borodin,2.52964,2.54036,40.202,2/2 ,1869,1.592
Borodin,2.43595,2.26925,33.6508,2/2 ,1869,1.40293
Bach,2.96375,2.42949,14.8148,4/4 ,,0.742488
Borodin,2.71879,2.85554,25.6614,2/2 3/2 ,1869,1.82482
Borodin,2.24932,2.28823,0,1/0 ,1869,0.242292
Borodin,2.78539,2.77219,0,1/0 ,1869,0
Borodin,2.4478,2.7719,29.6296,1/0 ,1869,0.918296
Borodin,2.61605,2.6206,23.5294,6/4 ,1869,0.439497
Borodin,2.84774,2.91937,39.4203,4/4 3/4 4/4 ,1869,1.47174
Borodin,2.61997,2.43425,86.6822,4/4 ,1869,2.25
Borodin,2.84903,2.61469,35.291,3/4 ,1869,1.15678
Borodin,2.47722,2.65564,22.2222,3/4 2/4 ,1869,0.995727
Borodin,2.59164,2.83009,22,3/4 ,1869,1.49371
Bach,2.72722,2.72722,54.3651,3/4 ,,1.84237
Borodin,2.49954,2.83978,31.4286,2/2 ,1882,1.53291
Borodin,2.5048,2.68953,35.8974,2/2 ,1882,1.55666
Borodin,2.63325,2.75584,29.697,2/2 ,1882,1.33778
Borodin,2.61302,2.64888,0,5/8 ,1882,0
Borodin,1.69732,2.41883,14.7404,2/4 ,1882,0.970951
Borodin,2.61598,2.54053,22.9742,2/4 ,1882,1.39215
Borodin,2.7114,2.71452,24.0693,3/4 ,1882,1.46438
Boyce,2.54545,3.34535,34.2211,4/4 ,1770,1.32788
Boyce,2.31841,3.23078,2.46914,4/4 ,1770,0.676942
Brahms,2.9904,3.06356,37.8667,4/4 ,1854,1.27226
Bach,3.17767,2.81025,0,3/4 ,,0
Brahms,2.6605,2.58282,48.5213,4/4 ,1854,1.78548
Brahms,2.50271,2.25271,44.2105,4/4 ,1854,0.721928
Brahms,2.42113,3.1037,80.8163,2/2 ,1892,1.72323
Brahms,2.55283,2.71521,100,2/2 ,1892,1
Brahms,3.23804,3.29365,11.1905,2/4 ,1878,0.716726
Brahms,2.81634,2.88551,0,6/8 ,1878,0
Brahms,2.6112,2.48925,3.1746,3/8 ,1892,0.266765
Brahms,2.9328,2.94353,70.1531,6/4 ,1854,1.99261
Brahms,2.86003,2.80041,94.7985,6/4 ,1854,1.44065
Brahms,2.3523,2.50687,20,6/4 ,1854,0.591673
Bach,2.43552,3.03856,24.2424,3/4 ,,1.2389
Brahms,2.80739,3.16681,20,6/4 ,1854,0.591673
Brahms,2.49947,2.88888,39.2157,6/4 ,1854,1.23616
Brahms,2.79238,2.68481,30.1754,2/4 ,1854,1.41309
Brahms,2.99741,2.7876,45.8343,2/4 ,1854,1.67582
Brahms,3.01282,2.77645,49.4737,2/4 ,1854,1.206
Brahms,2.39228,2.65315,53.3353,4/4 ,1878,1.64571
Brahms,2.60123,3.25687,44.0741,4/4 ,1878,1.60683
Brahms,3.24946,3.30875,73.3333,4/4 ,1878,1.16609
Brahms,2.52182,2.59423,48.6111,3/4 ,1878,1.76096
Brahms,2.46351,2.32203,78.5714,3/4 ,1878,1.53049
Bach,3.14629,2.82218,0,4/4 ,,0
Brahms,2.89051,2.5698,0,3/4 ,1878,0
Brahms,2.51508,2.97288,68.3333,6/4 ,1878,1.77234
Brahms,2.83362,3.27806,76.4706,2/4 ,1878,1.21587
Brahms,2.69349,2.85278,100,2/4 ,1878,0.997503
Brahms,1.98799,2.92466,9.67815,2/4 ,1878,0.811278
Brahms,2.07203,2.25491,48,2/4 ,1878,0.791858
Brahms,2.45358,2.27966,33.3333,3/4 ,1878,1.10331
Brahms,2.78926,2.67237,102.596,3/4 ,1878,1.50335
Brahms,3.32418,2.77615,60,3/4 ,1878,1.33966
Brahms,2.73496,2.69347,20.6061,2/4 ,1878,1.16256
Bach,2.56096,2.74644,91.6922,4/4 ,,2.13497
Brahms,3.03453,2.71008,53.619,2/4 ,1878,1.29947
Brahms,2.90559,3.30226,84.9123,2/4 ,1878,1.78416
Brahms,2.67079,2.99795,74.4404,4/4 ,1888,2.28548
Brahms,2.84283,3.02418,16.6667,4/4 ,1888,1.34859
Brahms,2.82272,2.6986,11.7647,3/4 ,1888,0.918296
Brahms,2.87261,3.02599,13.3333,3/4 ,1888,0.258019
Brahms,2.94786,2.62628,36.1111,2/4 ,1888,0.855451
Brahms,2.96059,2.84314,20.6061,2/4 ,1888,0.918296
Brahms,2.19908,2.21709,49.435,2/4 ,1888,2.05795
Brahms,2.28925,2.42258,102.5,2/4 ,1852,1.39215
Bach,2.80735,2.69951,23.0303,3/4 ,,0.816689
Brahms,2.55218,2.21097,42.684,2/4 ,1852,1.83393
Brahms,2.18033,2.54031,6.89655,2/4 ,1852,0.353359
Brahms,2.70324,2.38684,28.0702,2/4 ,1852,1.36096
Brahms,2.79248,2.67353,47.619,2/4 ,1852,0.650022
Brahms,2.15804,2.7069,39.8095,2/4 ,1852,1.78142
Brahms,2.66123,2.7822,81.2325,2/4 ,1852,1.9183
Brahms,2.35597,2.25023,10.5263,2/4 ,1852,0.721928
Brahms,2.8152,2.39631,30.5537,2/4 ,1852,1.50582
Brahms,3.0691,2.88598,39.3333,2/4 ,1852,1.52246
Brahms,2.6276,2.4178,40.7407,2/4 ,1852,1.05294
Bach,3.15136,2.67179,50,3/8 ,,0.322757
Brahms,3.24644,3.34644,5.55556,4/4 ,1878,0.988699
Brahms,2.0374,2.44452,72.381,2/2 ,1878,1.58496
Brahms,2.61302,2.59174,64.3137,3/4 ,1892,1.41527
Brahms,1.83186,2.83009,34.9206,2/4 ,1892,0.845351
Brahms,3.2037,2.96596,56.351,3/4 ,1892,2.33291
Brahms,2.42774,2.92417,35.942,6/8 ,1892,1.38443
Brahms,3.48307,2.89288,31.5789,3/8 ,1892,0.865857
Brahms,2.87251,2.80687,50.9804,3/8 ,1892,1.05294
Brahms,2.66763,3.03242,63.3766,2/2 ,1892,1.26077
Brahms,2.9477,2.68354,66.993,3/4 ,1892,2.23593
Bach,2.79259,3.01057,23.8095,2/4 ,,1.28669
Brahms,3.08444,2.9549,19.2982,3/4 ,1892,0.791858
Brahms,2.48855,2.19161,26.0606,3/8 ,1892,1.50588
Brahms,2.96001,3.00152,85.7143,3/8 ,1892,1.29012
Brahms,2.60985,2.7275,91.6667,3/8 ,1892,1.5
Brahms,2.76596,2.50161,45.8333,3/4 ,1892,1.22105
Brahms,2.81594,2.72783,68.6667,3/4 ,1892,1.77234
Brahms,1.98549,2.47591,21.3333,6/8 ,1892,0.619382
Brahms,2.38684,3.13846,28.9855,2/2 ,1880,1.23644
Brahms,2.67508,2.56489,44.4444,2/2 ,1880,1.33827
Brahms,2.94786,3.3899,41.0766,4/4 ,1880,1.57662
Bach,2.84948,2.80459,62.6631,6/8 ,1774,1.92322
Bach,3.2575,2.85554,12.5,3/8 ,,0.918296
Brahms,2.41091,2.67926,38.2222,2/2 ,1880,1.32943
Brahms,2.11441,2.53095,16.6667,2/4 ,1880,0.918296
Brahms,2.86032,2.56508,60,3/4 ,1880,1.98523
Brahms,2.75386,2.82282,51.8903,2/2 ,1880,1.99949
Brahms,2.8812,2.7899,52.7778,2/2 ,1880,0.834347
Brahms,2.69527,3.05584,89.4678,4/4 ,1880,1.86298
Brahms,2.76596,3.1037,9.52381,4/4 ,1861,0.353359
Brahms,2.69448,2.98832,52.5,4/4 ,1861,1.77798
Brahms,2.46596,2.96596,50.9524,4/4 ,1861,1.90689
Brahms,2.39772,2.97279,0,4/4 ,1861,0
Bach,2.58402,2.52473,25,3/4 ,,1.3831
Brahms,2.04868,2.85123,68.0702,9/8 ,1861,1.52193
Brahms,2.89629,2.84237,79.1667,9/8 ,1861,1.04085
Brahms,2.95106,2.93604,40.3922,9/8 ,1861,1.58496
Brahms,2.41896,2.74894,14.4444,3/4 ,1861,0.991264
Brahms,2.69491,2.87922,93.1055,3/4 ,1861,2.11612
Brahms,2.81786,2.60152,33.3333,2/4 ,1861,0.886541
Brahms,1.55162,2.93543,0,2/4 ,1861,0
Brahms,2.8342,2.97302,64.0363,2/4 ,1861,1.91417
Brahms,2.52742,2.80291,42.607,3/4 ,1861,1.49869
Brahms,3.17489,2.96764,63.5238,3/4 ,1861,1.38009
Bach,2.57782,2.65564,20,2/4 ,,0.591673
Brahms,2.90701,2.892,37.0015,4/4 ,1861,1.53948
Brahms,2.73003,2.68022,7.01754,3/4 ,1861,0.468996
Brahms,3.04163,2.4702,33.0159,3/4 ,1861,0.868393
Brahms,2.59249,2.48322,26.6667,2/2 ,1861,1.12549
Brahms,3.39313,2.97966,94.8214,3/2 ,1865,1.77983
Brahms,2.72797,2.85528,37.7778,3/2 ,1865,1.51984
Brahms,2.57294,2.64031,57.7778,3/4 ,1865,1.68582
Brahms,2.52141,2.97641,0,4/8 ,1865,0
Brahms,2.77675,2.36149,0,3/4 ,1865,0
Brahms,2.5,2.25,97.3333,2/2 ,1865,1.9183
Bach,3.08377,2.68582,0,12/8 ,,0
Brahms,3.14644,2.84644,40.8889,2/2 ,1865,1.47722
Brahms,2.90568,2.67926,78.2222,2/2 ,1865,1.56128
Brahms,3.24307,2.93869,62.3214,2/2 ,1865,1.81295
Brahms,2.98393,2.80105,52.2222,2/2 ,1865,2.24644
Brahms,1.92482,2.64979,96.044,4/4 ,1865,1.44882
Brahms,2.13778,2.64336,66.4021,4/4 ,1865,1.50997
Brahms,2.80566,3.0875,28.0718,3/4 ,1865,0.863121
Brahms,2.2147,2.77675,6.66667,2/4 ,1865,0.266765
Brahms,3.14786,3.31441,57.1429,3/4 ,1865,1.04085
Brahms,2.53096,2.82525,31.3725,3/4 ,1865,0.764205
Bach,2.82347,2.99908,37.3099,2/2 9/8 ,,1.68419
Brahms,2.23685,2.84237,56.4103,3/4 ,1855,0.286397
Brahms,2.6076,2.69002,30.3333,3/4 ,1855,1.20721
Brahms,2.78555,3.15357,40.8889,6/8 ,1855,0.831474
Brahms,2.28338,2.66387,0,6/8 ,1855,0
Brahms,3.2389,2.88655,35.2381,4/4 ,1855,1.41309
Brahms,2.61302,2.77302,47.451,2/2 ,1855,1.22439
Brahms,2.65505,2.98477,0,2/2 ,1855,0
Brahms,2.97415,2.64074,13.3333,6/8 ,1867,0.448864
Brahms,3.10188,2.396,52.9915,2/4 6/8 ,1867,1.2389
Brahms,2.79434,3.03915,26.087,4/4 ,1867,1.04344
Bach,2.3719,2.57243,23.0303,2/4 ,,1.14883
Brahms,2.83362,2.83362,135.751,4/4 ,1867,2.55569
Brahms,2.48233,2.87144,68.6667,3/4 ,1867,1.77234
Brahms,3.12066,3.09395,57.3333,3/4 ,1867,0.890492
Brahms,3.0875,2.78225,15.1515,2/4 ,1867,0.965636
Brahms,2.84411,2.85912,21.9048,4/4 ,1861,0.956766
Brahms,3.06347,2.69869,27.0175,4/4 ,1861,0.937301
Brahms,2.26104,2.40855,26.6677,4/4 ,1861,1.95425
Brahms,3.05086,2.97422,44,4/4 ,1861,1.33972
Brahms,2.53257,2.51694,65.1852,3/4 ,1861,1.50222
Brahms,2.39208,3.18872,21.0526,3/4 ,1861,0.468996
Bach,3.11546,2.93565,39.2481,9/16 ,,0.755375
Brahms,2.74974,2.55023,45.2381,6/8 ,1861,1.20091
Brahms,2.91472,2.3618,58.3333,2/4 ,1861,0.825627
Brahms,2.33539,2.62751,40,6/8 ,1861,0.985228
Brahms,2.22193,2.52193,31.1111,2/4 ,1861,1.29879
Brahms,2.52821,3.00869,71.5758,2/4 ,1861,1.14883
Brahms,2.54053,2.89817,41.9608,4/4 ,1882,1.48068
Brahms,2.28394,2.99411,34.0017,3/4 ,1882,1.61525
Brahms,2.61934,2.59364,0,3/2 ,1882,0
Brahms,2.72013,2.59037,28.2347,3/2 ,1882,1.3821
Brahms,3.22468,2.52721,77.5758,9/8 ,1890,1.92322
Bach,2.33631,3.02103,22.0106,3/4 ,,1.16765
Brahms,2.48426,2.94504,68.0272,9/8 ,1890,1.39958
Brahms,2.97652,2.90244,59.4929,2/4 ,1890,2.29653
Brahms,2.86576,2.98166,64.2857,3/4 ,1890,1.37095
Brahms,2.16646,2.65936,33.9394,2/4 ,1890,0.845106
Brahms,2.57782,2.70282,42.4242,2/4 ,1890,0.918296
Brahms,2.20326,3.0703,48.3447,6/8 ,1891,1.68582
Brahms,3.02717,2.90195,46.1538,6/8 ,1891,1.6158
Brahms,2.70818,2.87448,10.8772,3/4 ,1891,1.0763
Brahms,2.22281,2.7822,19.0476,4/4 ,1891,0.94566
Brahms,2.40465,2.72797,30.2222,2/4 ,1891,1.08631
Bach,3.11623,2.7744,0,3/8 ,,0
Brahms,3.15422,2.8152,69.9991,2/2 ,1879,1.48366
Brahms,2.32113,2.52821,28.5714,4/4 ,1879,1.10331
Brahms,2.86558,3.1953,4.7619,4/4 ,1879,0.353359
Brahms,2.39124,2.50738,23.8113,4/4 ,1879,0.976021
Brahms,2.48233,2.48313,33.3333,2/4 ,1892,0.985228
Brahms,3.27552,3.14326,30.9259,2/4 ,1892,1.12386
Brahms,2.81838,2.82272,39.2157,6/4 ,1892,0.918296
Brahms,2.30127,2.61991,21.0526,2/2 ,1892,0.468996
Brahms,2.50969,2.41925,32.7891,2/2 ,1857,1.61382
Brahms,3.13817,2.6206,30.8052,2/2 ,1857,1.54375
Bach,2.06356,2.37456,61.685,3/4 ,,2.15597
Brahms,2.66096,2.82322,9.52381,3/4 ,1857,1.15894
Brahms,2.68354,2.70613,20.3922,3/4 ,1857,0.721928
Brahms,2.58203,2.48879,128.611,2/4 ,1857,1.95443
Brahms,2.24708,2.43927,15.3846,2/4 ,1857,0.591673
Brahms,2.13535,2.86032,67.6923,2/4 ,1857,1.55666
Brahms,2.90005,2.75506,45.0216,3/4 ,1857,1.44882
Brahms,2.91937,2.8402,42.5926,3/4 ,1857,1.31243
Brahms,2.21844,2.5109,36.3636,3/4 ,1857,1
Brahms,2.05965,2.12669,53.7037,3/4 ,1857,1.5288
Brahms,2.63969,2.68259,100,2/4 ,1857,0.904381
Bach,1.88413,2.62026,30.3704,2/4 ,1774,
Bach,2.62821,2.62322,39.6825,3/8 ,,1.55461
Brahms,2.44219,2.47311,36,2/4 ,1857,1.11552
Brahms,3.05351,2.85539,8.88889,2/2 ,1858,0.543564
Brahms,2.8046,2.49492,43.1373,3/4 ,1858,0.918296
Brahms,2.5131,2.80962,28.2353,3/4 ,1858,0.953014
Brahms,2.94644,2.76387,73.5374,12/8 ,1858,1.78386
Brahms,2.6515,2.72013,55.7576,6/4 ,1858,0.918296
Brahms,1.99257,2.72983,22.9337,2/4 ,1858,1.46048
Brahms,2.88751,3.04772,38.0952,2/4 ,1858,1.27365
Brahms,2.66695,2.67079,11.7647,3/4 ,1858,0.297472
Brahms,2.96498,2.52949,58.2222,3/4 ,1858,1.29879
Bach,3.21351,3.01043,25.119,6/8 ,,1.22439
Brahms,2.54685,2.67803,33.3333,3/4 ,1858,0.936667
Brahms,2.37043,2.6809,60.6494,2/4 ,1858,1.49454
Brahms,2.61905,2.6243,9.82456,3/4 ,1858,0.747585
Brahms,2.13159,2.86158,36.6667,3/4 ,1858,1.57379
Brahms,2.49893,2.54926,22.2222,2/4 ,1858,0.881291
Brahms,2.57917,2.33333,46.2338,3/4 ,1864,1.88925
Brahms,2.32193,2.58418,40,3/4 ,1864,1.45915
Brahms,2.24267,2.63467,17.3593,2/4 ,1864,1.41274
Brahms,2.55284,2.65136,35.8974,3/4 ,1864,0.787127
Brahms,2.80322,2.93469,14.0351,4/4 ,1864,0.970951
Bach,2.75591,2.8559,37.1429,3/8 ,,1.33282
Brahms,2.64489,2.75508,45.614,9/8 ,1864,1.26777
Brahms,2.79586,2.99622,33.3333,9/8 ,1864,0.886541
Brahms,2.69838,2.82012,68.2874,4/4 ,1862,1.75022
Brahms,2.78937,2.33973,61.9048,4/4 ,1862,1.06662
Brahms,2.96949,3.09853,37.1014,3/4 ,1862,1.48993
Brahms,2.62713,3.20456,0,3/4 ,1862,0
Brahms,2.71937,2.85743,33.1182,4/4 ,1862,0.706274
Brahms,2.35649,2.62278,19.6078,4/4 ,1862,0.949452
Brahms,3.0037,2.76596,129.861,3/4 ,1886,1.37095
Brahms,2.95083,2.52729,22.963,3/4 ,1886,0.953014
Bach,2.33116,3.14162,3.92157,2/2 ,,0.503258
Brahms,2.49954,2.94504,50.7925,2/4 ,1886,1.9656
Brahms,2.95282,3.07782,24.2491,2/4 ,1886,1.42991
Brahms,2.14647,2.65656,0,6/8 ,1886,0
Brahms,2.29885,2.4165,22.2222,6/8 ,1886,0.721928
Brahms,2.9778,2.87327,33.3333,2/2 ,1886,0.918296
Brahms,2.56096,2.86596,23.3333,3/4 ,1894,1.4716
Brahms,2.28778,2.88815,56.8604,2/4 ,1894,1.83163
Brahms,2.80869,2.84644,40.4444,3/4 ,1894,1.19946
Brahms,2.71343,2.89049,23.7778,2/2 ,1894,0.937301
Brahms,3.2999,3.02717,67.6825,4/4 ,1894,1.52751
Bach,3.19716,2.71078,81.0159,2/2 ,,1.70282
Brahms,3.03379,2.85554,50.8333,4/4 ,1894,1.35999
Brahms,2.39215,2.86383,38.9744,3/4 ,1894,1.37878
Brahms,2.75908,2.54928,59.7619,3/4 ,1894,1.86544
Brahms,2.3004,2.97494,64.381,6/8 ,1894,1.5
Brahms,3.17467,3.2999,70.068,3/4 ,1853,1.9183
Brahms,2.37165,2.59436,47.619,3/4 ,1853,1.41085
Brahms,2.56508,2.6756,7.69231,2/4 ,1853,0.371232
Brahms,2.72548,2.9477,44.8352,2/4 ,1853,1.48383
Brahms,2.56373,2.64305,39.3333,3/4 ,1853,1.5645
Brahms,2.44386,3.04584,63.6024,3/4 ,1853,1.67514
Bach,3.00869,3.30869,95.7143,4/2 ,,1.71308
Brahms,2.35772,2.45772,66.6667,3/4 ,1853,1.53948
Brahms,2.82625,2.49336,68.5034,6/8 ,1853,1.35169
Brahms,2.56386,2.58347,16.5714,6/8 ,1853,0.672295
Brahms,2.9433,2.88924,69.5119,6/4 ,1878,1.84544
Brahms,2.99622,2.88953,40.9524,6/4 ,1878,1.5134
Brahms,2.35123,2.40311,45.3968,2/4 ,1878,1.89682
Brahms,2.94474,3.03974,98.1481,2/4 ,1878,1.38443
Brahms,2.89692,3.25352,44.472,4/4 ,1878,1.73972
Brahms,2.90217,3.05602,52.8345,4/4 ,1878,1.17702
Brahms,2.25355,2.75444,32,3/4 ,1886,1.67742
Bach,2.19427,2.86558,26.1905,3/4 ,1720,1.10331
Brahms,2.954,3.0106,46.25,3/4 ,1886,1.08631
Brahms,2.66596,2.52821,110.139,3/4 ,1886,2.41592
Brahms,2.60982,2.87139,44.2752,3/4 ,1886,1.89902
Brahms,2.92476,2.92079,47.3143,2/4 ,1886,1.75494
Brahms,2.7642,2.61925,23.4783,3/4 ,1886,0.888687
Brahms,2.75961,2.71937,12.5,3/4 ,1886,0.402179
Brahms,2.7401,2.52721,46.25,2/2 ,1886,1.45047
Brahms,2.83741,2.56322,38.0952,4/4 ,1886,1.12211
Brahms,2.12453,2.74139,97.7831,2/2 ,1886,1.61352
Brahms,2.51116,3.00882,61.5873,2/2 ,1886,1.62441
Bach,2.59901,2.75708,14.8148,2/2 ,1720,0.899744
Brahms,2.54687,2.69337,52.2222,3/8 ,1886,1.51933
Brahms,2.58585,2.83002,36.3636,2/4 ,1886,0
Brahms,2.86769,3.00752,62.8571,6/8 ,1886,1.61352
Brahms,2.42512,2.69785,0,6/8 ,1886,0
Brahms,2.53457,2.89425,37.2727,6/8 ,1886,0.619382
Brahms,2.60811,2.86763,40.4444,6/8 ,1855,1.27178
Brahms,2.75041,3.13818,49.3723,6/8 ,1855,2.05344
Brahms,3.08233,2.87925,0,6/8 ,1855,0
Brahms,2.33551,2.90576,65.3333,6/8 ,1855,1.7274
Brahms,2.98477,3.09003,88.3333,6/8 ,1855,1.39958
Bach,2.60222,2.95282,30.7692,4/4 ,1720,0.591673
Brahms,3.01103,3.07393,70.8333,6/8 ,1855,1.57154
Brahms,2.86558,2.90531,34.4444,6/8 ,1855,1.19818
Brahms,3.15311,2.95499,41.5686,6/8 ,1855,0.913283
Brahms,1.92118,2.7744,10,6/8 ,1855,1.24067
Brahms,3.0703,3.15787,66.2372,3/4 ,1855,1.97665
Brahms,2.87377,2.54926,56.4803,3/4 ,1855,1.64316
Brahms,3.41175,2.94915,58.4286,3/4 ,1855,1.6494
Brahms,2.71327,2.73288,12.9271,3/4 ,1855,0.956766
Brahms,1.87291,2.71108,18.8095,2/4 ,1855,0.831544
Brahms,2.4658,2.90078,102.5,2/4 ,1855,1.21975
Bach,2.65505,2.90531,33.1303,3/4 ,1720,1.18628
Brahms,2.71545,3.24374,17.3333,2/4 ,1855,1.35667
Brahms,2.13754,2.49886,18.4127,2/4 ,1855,1.0958
Brahms,2.5358,2.53107,30.3704,6/8 ,1855,0.722858
Brahms,2.11328,2.41938,66.6667,4/4 ,1855,1.25163
Brahms,2.33604,2.27313,79.3682,4/4 ,1855,2.09307
Brahms,2.55504,2.25161,54.6032,4/4 ,1855,1.86763
Brahms,2.6416,2.61437,41.0256,4/4 ,1855,1.28705
Brahms,3.34507,3.02483,16.6667,4/4 ,1855,0.855451
Brahms,3.03379,2.87685,6.49522,4/4 ,1855,1.24484
Brahms,2.9037,3.12193,97.619,4/4 ,1855,1.40564
Bach,2.87314,3.19969,50.776,2/4 ,1774,0
Bach,2.72472,2.62473,33.3333,3/4 ,1720,1.80776
Brahms,2.66445,2.48318,43.75,3/4 ,1877,1.16609
Brahms,2.82821,2.72322,28.8889,3/4 ,1877,1.4716
Brahms,2.43741,2.48154,50.1961,3/4 ,1877,1.53049
Brahms,3.28132,2.89721,83.8211,3/4 ,1877,1.79005
Brahms,2.42322,3.20869,50.3704,3/4 ,1877,1.33282
Brahms,2.86232,2.95731,14.0351,3/4 ,1877,0.453716
Brahms,2.73998,3.01454,31.4633,3/4 ,1877,1.15417
Brahms,2.94928,2.83908,34.619,4/4 ,1877,1.84237
Brahms,3.2464,3.02048,46.4286,4/4 ,1877,1.33158
Brahms,2.97449,3.06973,27.8788,12/8 ,1877,0.964079
Bach,2.60811,2.8065,41.1765,3/4 ,1720,1.86383
Brahms,2.17404,2.19383,41.6667,12/8 ,1877,0.591673
Brahms,2.78422,2.57114,27.2734,3/4 ,1877,1.32497
Brahms,2.7555,2.70146,0,2/4 ,1877,0
Brahms,2.73003,2.6182,54.3358,2/4 ,1877,1.92193
Brahms,1.72007,2.8209,13.3333,3/8 ,1877,0.543564
Brahms,2.89419,2.90769,10.5263,2/2 ,1877,0.963746
Brahms,2.68307,2.73947,13.3333,2/2 ,1877,0.998364
Brahms,2.64485,2.59358,12.6984,2/2 ,1877,0.439497
Brahms,2.70453,2.96867,88.1319,2/2 ,1877,1.57741
Brahms,3.15311,3.22018,50.9206,6/4 ,1883,1.4789
Bach,2.86659,2.66013,9.52381,12/8 ,1720,0.836641
Brahms,2.67981,2.94684,25.2632,6/4 ,1883,1.59546
Brahms,2.27249,2.84307,34.6032,9/4 ,1883,1.64973
Brahms,2.86659,2.93983,10,9/4 ,1883,1.05298
Brahms,2.63935,2.8037,50.8148,4/4 ,1883,2.02178
Brahms,2.17993,2.67666,46.0887,4/4 ,1883,1.72957
Brahms,2.46287,2.86558,26.2222,4/4 ,1883,1.18628
Brahms,2.79248,2.78832,110.449,3/8 ,1883,2.11328
Brahms,2.5,2.45282,0,3/8 ,1883,0
Brahms,2.62278,2.77028,38.0952,3/8 ,1883,0.836641
Brahms,2.1767,2.92639,22.2222,2/2 ,1883,0.721928
Bach,2.76532,2.6367,12.3457,3/4 ,1720,0.905928
Brahms,3.05881,2.46132,89.0909,2/2 ,1883,1.59167
Brahms,2.18872,2.05459,41.6657,2/2 ,1883,1.53049
Brahms,3.12621,2.84438,21.0522,2/2 ,1883,0.266765
Brahms,2.82189,2.59412,61.0256,2/2 ,1883,1.78845
Brahms,2.62975,3.04577,97.7778,2/2 ,1884,0.932112
Brahms,3.03816,2.32877,63.6905,2/2 ,1884,0.963746
Brahms,2.86558,2.75506,62.0513,2/2 ,1884,1.67291
Brahms,2.85846,2.28064,57.0019,2/2 ,1884,2.29547
Brahms,2.70869,2.64644,37.5758,2/2 ,1884,0.985228
Brahms,2.28064,2.82782,100,2/2 ,1884,1
Bach,2.82189,2.71078,43.8095,6/4 ,1720,1.39958
Brahms,2.76885,2.70523,44.9987,2/2 ,1884,1.46048
Brahms,2.75792,2.82579,54.5355,2/2 ,1884,2.10839
Brahms,2.88779,2.90525,62.1429,6/8 ,1884,1.51264
Brahms,2.875,2.39678,41.0256,6/8 ,1884,1.09491
Brahms,2.64624,3.00163,14.0351,6/8 ,1884,0.568996
Brahms,2.67095,2.74644,25,2/4 ,1884,1.26381
